recency,frequency,monetary,customersegment
9,12,2603.33,5
11,12,2589.2400000000002,5
1,18,3293.29,5
10,12,2870.22,5
9,12,2664.3,5
51,13,2881.02,5
40,15,3284.4,5
4,12,2221.01,5
9,13,1914.31,5
218,12,2247.51,5
7,16,2514.59,5
59,12,2424.35,5
8,13,2618.71,5
64,13,1952.11,5
36,13,3425.75,5
8,15,1512.11,5
10,15,1614.51,5
25,12,1649.71,5
33,12,2803.11,5
15,12,1255.03,5
73,20,2030.7,5
4,12,2969.12,5
8,16,3352.96,5
9,13,3189.46,5
10,13,2590.31,5
9,12,2261.2400000000002,5
64,12,3122.26,5
6,15,3064.2200000000003,5
7,12,2041.47,5
2,20,3146.12,5
3,18,3482.7400000000002,5
18,16,3656.75,5
3,17,3206.15,5
4,18,2831.9500000000003,5
10,19,2305.6,5
1,12,1217.7,5
3,13,1762.55,5
11,13,3381.17,5
31,12,3174.23,5
4,16,3653.75,5
23,14,2602.29,5
80,19,2880.7999999999997,5
28,13,2764.18,5
9,14,2472.58,5
24,14,3187.55,5
12,14,3171.22,5
3,17,3719.1,5
4,16,2687.86,5
5,13,2633.85,5
8,22,3729.73,5
1,17,3022.3,5
4,14,3044.17,5
38,14,2370.37,5
16,14,3507.0299999999997,5
27,14,1964.3,5
2,13,1870.84,5
1,13,3030.67,5
5,16,2351.48,5
21,39,1296.44,5
38,14,2599.19,5
74,12,2421.83,5
6,15,2405.58,5
23,14,2684.78,5
8,12,2888.75,5
10,18,2088.09,5
39,12,2409.88,5
4,16,2045.53,5
3,13,5297.88,6
24,26,126103.61,6
26,12,8035.72,6
36,18,6491.01,6
2,19,5006.16,6
2,49,20871.78,6
31,13,6914.74,6
17,30,7583.41,6
1,20,7086.26,6
23,13,4309.37,6
20,19,13491.44,6
2,35,4184.39,6
3,18,7375.42,6
16,13,4067.67,6
2,23,13767.27,6
23,13,6852.61,6
22,13,3775.72,6
1,12,3882.48,6
42,13,17668.66,6
15,27,13897.49,6
4,31,12279.82,6
4,20,8732.05,6
15,14,6922.34,6
3,26,10148.94,6
23,17,4550.63,6
3,29,5850.18,6
24,14,18998.41,6
1,223,37700.82,6
16,19,11464.05,6
21,12,4094.02,6
3,16,5599.22,6
5,26,4137.53,6
9,36,19015.98,6
4,50,16784.44,6
22,20,50649.11,6
1,14,4780.0599999999995,6
4,12,4056.04,6
4,89,11449.56,6
156,12,7657.740000000001,6
3,19,6993.71,6
4,15,9806.87,6
12,22,5698.39,6
1,15,4834.89,6
16,29,7282.65,6
9,28,5989.11,6
1,27,5149.74,6
1,43,12823.6,6
1,21,28710.28,6
3,118,60202.03,6
9,18,9132.25,6
267,13,7923.47,6
33,14,6120.32,6
1,41,29106.0,6
1,27,6511.889999999999,6
1,40,13981.92,6
29,17,4041.9,6
4,39,9830.28,6
1,35,7436.93,6
11,19,3950.85,6
3,27,4638.54,6
1,17,5373.59,6
5,36,11026.76,6
32,12,7171.1,6
2,81,28746.670000000002,6
12,23,6409.42,6
7,22,9755.22,6
2,41,5753.19,6
17,17,9026.01,6
2,43,6127.08,6
66,16,3940.61,6
10,20,6731.38,6
1,33,5272.99,6
3,29,6457.35,6
4,60,67388.7,6
4,17,6386.59,6
2,15,5233.92,6
2,52,17495.010000000002,6
1,41,26205.97,6
1,63,37954.83,6
9,29,8194.02,6
23,14,6416.7,6
4,22,17329.52,6
7,20,9091.42,6
4,16,7095.7300000000005,6
10,15,3938.36,6
7,23,19939.08,6
1,26,15743.44,6
1,29,8242.96,6
24,18,6282.22,6
5,20,6145.46,6
10,12,10464.85,6
2,19,4434.04,6
10,14,50568.13,6
8,17,4090.7200000000003,6
4,34,73208.67,6
4,13,5696.65,6
2,15,4690.31,6
10,66,121205.57,6
20,14,4645.06,6
11,31,4856.27,6
2,24,4703.85,6
2,14,4709.51,6
5,32,11482.29,6
2,12,3893.2,6
8,14,4924.53,6
3,45,52192.16,6
8,18,5075.89,6
9,14,5061.34,6
8,19,9321.52,6
10,13,4702.92,6
4,14,4062.98,6
1,18,5944.29,6
19,16,5044.44,6
9,13,4326.73,6
3,86,9304.57,6
3,25,4769.0,6
4,21,4283.29,6
4,22,5336.92,6
1,128,12518.95,6
16,17,21437.9,6
2,76,280923.02,6
11,27,9185.04,6
25,23,30575.88,6
8,27,6102.59,6
15,14,4930.9400000000005,6
9,15,9720.28,6
4,34,6323.69,6
10,12,5055.18,6
1,27,8158.47,6
48,16,4435.19,6
22,28,7956.8,6
11,13,14582.35,6
8,24,11257.16,6
1,248,154963.61000000002,6
30,14,5957.55,6
46,15,8286.19,6
11,12,7082.78,6
16,35,6430.2,6
3,12,6760.01,6
10,52,19894.59,6
19,22,7705.58,6
9,16,5240.18,6
4,55,54839.54,6
7,38,9862.87,6
25,23,11939.91,6
8,18,6630.84,6
10,16,4807.14,6
2,34,18708.34,6
2,18,4884.28,6
1,53,16648.64,6
3,22,7711.89,6
32,15,6719.56,6
9,15,10642.87,6
5,21,8082.67,6
26,20,4740.09,6
2,14,5825.7,6
51,14,5092.18,6
1,118,61981.31,6
5,29,8458.75,6
20,24,7764.219999999999,6
16,16,15366.0,6
1,35,14236.34,6
16,23,15228.4,6
31,22,14996.36,6
12,13,5139.99,6
23,12,3990.05,6
7,14,4910.6,6
12,20,4841.83,6
7,13,4204.37,6
121,14,3925.77,6
11,17,6807.76,6
10,27,10439.44,6
3,16,4194.59,6
4,17,12495.48,6
1,15,6535.2,6
33,14,5031.72,6
19,19,4836.07,6
7,29,60681.72,6
1,19,4564.23,6
23,20,5564.49,6
11,21,33935.4,6
4,31,16357.54,6
5,16,3824.9900000000002,6
90,16,6127.76,6
24,16,4442.71,6
18,12,4199.85,6
4,54,40894.95,6
39,76,108532.99,6
6,27,8867.61,6
4,46,14872.42,6
9,18,3857.0,6
2,26,5756.26,6
11,28,3804.6,6
23,13,4021.94,6
32,17,6981.64,6
3,25,5447.72,6
2,18,21086.3,6
8,22,26626.8,6
4,23,6675.71,6
1,20,4135.4,6
17,75,35563.11,6
2,28,9541.27,6
2,29,14159.33,6
163,14,5775.07,6
1,24,8419.94,6
9,15,3853.85,6
4,19,4154.08,6
1,20,4446.55,6
22,21,8683.36,6
17,17,4169.34,6
2,23,8176.29,6
4,31,67415.04,6
9,17,5113.1,6
9,18,5646.33,6
1,29,14123.85,6
19,21,6993.68,6
17,16,4750.41,6
36,26,7368.97,6
87,18,7204.3,6
5,19,6683.46,6
2,28,10787.39,6
14,22,6425.2,6
9,39,17830.92,6
43,17,10209.32,6
12,26,7649.86,6
5,21,4554.87,6
22,19,4345.5,6
3,27,8814.41,6
74,12,5348.33,6
12,22,4572.9400000000005,6
16,15,10733.67,6
1,30,8588.35,6
11,21,8661.89,6
1,43,6369.03,6
9,16,12815.4,6
1,12,4488.13,6
24,21,4233.32,6
9,30,20278.79,6
1,43,32367.28,6
4,18,33512.82,6
11,14,4252.17,6
1,33,17435.25,6
8,55,201459.41,6
3,46,93999.38,6
1,31,11334.17,6
4,19,3997.47,6
23,17,4594.33,6
12,14,4003.33,6
25,18,4998.31,6
1,41,20650.46,6
2,43,16489.39,6
30,16,4736.3,6
4,22,10911.61,6
23,12,5806.19,6
38,18,5424.28,6
3,15,5308.13,6
2,19,13110.02,6
1,31,5613.1900000000005,6
13,12,3994.78,6
16,15,6196.2,6
4,51,7921.84,6
2,169,41170.63,6
302,35,5478.9400000000005,6
3,25,26994.74,6
6,12,5140.66,6
31,27,10894.1,6
4,17,4119.5,6
49,14,6142.9,6
1,52,64270.12,6
15,14,4578.46,6
12,22,4119.62,6
114,13,3872.9,6
2,12,9070.76,6
1,62,262876.11,6
2,31,8132.57,6
11,31,5683.13,6
15,25,7633.19,6
4,21,5768.06,6
2,27,6653.85,6
3,17,5653.06,6
39,14,5264.0,6
12,20,7276.900000000001,6
